timestamp_ms,speed_mm_per_s,smoothed_speed_mm_per_s
1630002070587,1719.14,1426.27
1630002070604,1400.22,1426.27
1630002070621,1446.19,1433.99
1630002070637,1518.64,1474.80
1630002070654,1560.17,1474.80
1630002070670,1503.43,1503.42
1630002070687,1442.40,1474.80
1630002070704,1413.60,1474.80
1630002070721,1632.90,1474.81
1630002070737,1431.98,1474.81
1630002070754,1510.57,1474.81
1630002070771,1348.21,1474.81
1630002070787,1646.98,1507.00
1630002070804,1510.89,1507.00
1630002070821,1456.18,1479.81
1630002070837,1457.90,1457.04
1630002070854,1547.17,1484.23
1630002070870,1461.87,1486.22
1630002070887,1598.20,1486.22
1630002070904,1455.11,1486.22
1630002070921,1455.72,1459.89
1630002070937,1406.29,1459.89
1630002070954,1515.73,1459.89
1630002070971,1448.85,1457.04
1630002070987,1470.54,1459.89
1630002071004,1398.59,1458.80
1630002071020,1571.28,1458.80
1630002071037,1397.95,1455.42
1630002071054,1472.67,1455.42
1630002071071,1383.33,1452.29
1630002071087,1615.09,1459.70
1630002071104,1399.07,1459.70
1630002071120,1614.76,1459.70
1630002071137,1481.27,1471.60
1630002071154,1444.57,1458.62
1630002071170,1432.44,1458.62
1630002071187,1472.32,1458.44
1630002071204,1396.09,1458.44
1630002071221,1488.94,1458.44
1630002071237,1509.60,1476.80
1630002071254,1480.14,1476.23
1630002071271,1395.22,1476.23
1630002071287,1571.17,1476.23
1630002071304,1389.28,1458.44
1630002071320,1457.85,1465.08
1630002071337,1408.31,1465.08
1630002071354,1456.64,1457.25
1630002071371,1479.22,1468.53
1630002071387,1441.34,1457.25
1630002071404,1368.10,1448.99
1630002071421,1405.84,1424.82
1630002071437,1637.09,1448.99
1630002071454,1349.65,1424.82
1630002071471,1386.87,1424.82
1630002071487,1592.97,1424.82
1630002071504,1396.25,1423.59
1630002071521,1371.88,1401.05
1630002071537,1612.76,1401.05
1630002071554,1394.79,1395.52
1630002071570,1475.97,1401.05
1630002071587,1491.03,1436.11
1630002071604,1468.27,1432.26
1630002071621,1423.96,1446.11
1630002071637,1417.28,1446.11
1630002071654,1451.94,1437.95
1630002071671,1474.03,1460.10
1630002071687,1424.03,1460.10
1630002071741,596.72,1437.98
1630002071775,862.10,1437.98
1630002071788,1763.76,1437.98
1630002071804,1489.26,1437.98
1630002071821,1422.21,1424.00
1630002071837,1532.68,1437.98
1630002071854,1451.61,1451.77
1630002071871,1288.68,1437.82
1630002071887,1404.12,1423.12
1630002071904,1563.66,1436.91
1630002071921,1353.01,1436.91
1630002071937,1608.96,1470.43
1630002071954,1215.67,1436.91
1630002071971,1513.37,1436.91
1630002071987,1459.09,1455.35
1630002072004,1389.48,1427.86
1630002072021,1382.87,1396.80
1630002072037,1490.73,1431.60
1630002072054,1475.16,1467.12
1630002072070,1560.75,1467.12
1630002072087,1372.12,1467.12
1630002072104,1425.36,1442.23
1630002072121,1268.56,1442.23
1630002072137,1636.85,1442.23
1630002072154,1380.47,1407.42
1630002072171,1427.42,1426.39
1630002072187,1486.15,1451.29
1630002072204,1546.06,1451.29
1630002072221,1284.50,1426.39
1630002072237,1645.48,1426.39
1630002072254,1366.00,1426.39
1630002072271,1478.37,1452.89
1630002072287,1307.57,1452.89
1630002072304,1512.58,1452.89
1630002072321,1290.23,1452.89
1630002072337,1519.72,1482.26
1630002072354,1410.82,1444.59
1630002072370,1567.09,1444.59
1630002072387,1300.33,1444.59
1630002072404,1568.01,1444.59
1630002072421,1313.14,1444.59
1630002072437,1559.83,1461.70
1630002072454,1397.76,1461.70
1630002072471,1612.74,1465.27
1630002072487,1424.79,1472.25
1630002072504,1462.70,1443.75
1630002072521,1329.20,1443.75
1630002072537,1718.57,1443.75
1630002072554,1365.22,1443.75
1630002072571,1472.39,1443.75
1630002072587,1407.28,1443.75
1630002072604,1612.37,1443.75
1630002072621,1355.23,1443.75
1630002072637,1675.02,1443.75
1630002072654,1382.17,1434.99
1630002072671,1554.77,1439.84
1630002072687,1493.79,1483.09
1630002072704,1383.83,1439.84
1630002072721,1402.04,1439.84
1630002072737,1583.58,1450.54
1630002072754,1379.75,1447.91
1630002072771,1545.02,1447.91
1630002072787,1568.75,1519.40
1630002072804,1445.54,1469.67
1630002072821,1373.38,1469.67
1630002072837,1522.49,1469.67
1630002072854,1499.21,1472.38
1630002072871,1498.63,1498.92
1630002072887,1330.46,1498.92
1630002072904,1465.43,1482.03
1630002072921,1440.29,1482.03
1630002072937,1747.20,1482.03
1630002072954,1347.88,1455.49
1630002072971,1535.70,1482.03
1630002072987,1310.25,1482.03
1630002073004,1655.50,1482.03
1630002073021,1320.26,1452.86
1630002073037,1677.51,1452.86
1630002073054,1258.77,1452.86
1630002073071,1495.76,1468.02
1630002073087,1617.90,1515.73
1630002073104,1508.90,1502.33
1630002073121,1402.05,1502.33
1630002073137,1422.13,1458.95
1630002073154,1492.14,1493.95
1630002073171,1518.31,1493.95
1630002073187,1538.96,1502.33
1630002073204,1460.66,1493.95
1630002073221,1374.08,1493.95
1630002073237,1727.80,1500.52
1630002073254,1411.10,1476.40
1630002073271,1603.50,1476.40
1630002073287,1278.43,1476.40
1630002073304,1533.18,1505.23
1630002073321,1455.65,1489.49
1630002073337,1635.31,1496.92
1630002073354,1342.45,1458.15
1630002073370,1533.34,1494.41
1630002073387,1458.58,1495.88
1630002073404,1564.12,1495.88
1630002073421,1397.29,1495.88
1630002073437,1467.58,1463.08
1630002073454,1335.28,1463.08
1630002073471,1611.54,1463.08
1630002073487,1629.16,1500.46
1630002073504,1438.76,1463.08
1630002073521,1307.04,1463.08
1630002073537,1559.64,1463.08
1630002073554,1531.58,1499.58
1630002073571,1368.96,1453.17
1630002073587,1583.47,1499.58
1630002073604,1505.47,1518.52
1630002073621,1338.87,1518.52
1630002073637,1720.27,1518.52
1630002073654,1351.21,1472.11
1630002073671,1553.56,1518.52
1630002073687,1427.22,1518.52
1630002073704,1492.50,1498.98
1630002073721,1474.11,1483.31
1630002073737,1474.49,1483.50
1630002073754,1484.49,1479.49
1630002073771,1478.76,1476.63
1630002073787,1640.33,1481.62
1630002073804,1597.95,1481.62
1630002073821,1245.22,1481.62
1630002073837,1566.51,1481.62
1630002073854,1347.42,1481.62
1630002073871,1504.54,1481.62
1630002073887,1596.54,1494.51
1630002073904,1425.19,1494.51
1630002073921,1400.99,1491.65
1630002073937,1501.40,1502.97
1630002073954,1451.29,1476.34
1630002073971,1606.97,1476.34
1630002073987,1459.51,1480.45
1630002074004,1373.65,1455.40
1630002074021,1385.37,1455.40
1630002074037,1686.09,1455.40
1630002074054,1527.88,1455.40
1630002074071,1500.22,1479.86
1630002074088,1357.08,1479.86
1630002074104,1550.54,1479.86
1630002074121,1412.40,1479.86
1630002074138,1469.72,1464.61
1630002074154,1485.38,1477.55
1630002074171,1408.53,1477.55
1630002074187,1688.34,1492.80
1630002074204,1423.68,1477.55
1630002074221,1403.73,1446.70
1630002074238,1399.59,1418.04
1630002074254,1595.99,1446.70
1630002074271,1432.30,1427.99
1630002074288,1390.32,1427.99
1630002074304,1389.22,1416.11
1630002074321,1531.86,1416.11
1630002074338,1478.96,1427.99
1630002074354,1603.48,1427.99
1630002074371,1407.77,1420.03
1630002074388,1269.94,1420.03
1630002074404,1595.92,1455.63
1630002074421,1425.66,1428.98
1630002074437,1546.73,1452.31
1630002074454,1334.69,1452.31
1630002074471,1421.85,1452.31
1630002074487,1651.12,1452.31
1630002074504,1446.60,1436.13
1630002074521,1439.46,1432.56
1630002074537,1369.02,1432.56
1630002074554,1479.04,1443.03
1630002074571,1454.32,1443.03
1630002074587,1590.81,1450.46
1630002074604,1338.72,1443.03
1630002074621,1362.74,1443.03
1630002074638,1526.18,1450.46
1630002074654,1598.06,1450.46
1630002074671,1412.62,1446.89
1630002074688,1527.86,1466.68
1630002074704,1483.28,1481.16
1630002074721,1554.38,1504.73
1630002074737,1454.62,1504.73
1630002074754,1476.61,1479.94
1630002074771,1462.30,1479.94
1630002074788,1448.29,1479.94
1630002074804,1497.64,1479.94
1630002074821,1491.64,1479.94
1630002074837,1548.12,1487.46
1630002074854,1430.26,1479.94
1630002074871,1258.74,1469.45
1630002074887,1666.01,1469.45
1630002074904,1233.27,1469.45
1630002074921,1507.15,1476.97
1630002074937,1398.94,1469.96
1630002074954,1454.23,1472.93
1630002074971,1475.89,1465.06
1630002074987,1498.85,1465.06
1630002075004,1295.89,1442.24
1630002075021,1478.52,1465.06
1630002075037,1256.27,1465.06
1630002075054,1527.61,1465.06
1630002075071,1328.47,1465.06
1630002075087,1593.94,1465.06
1630002075104,1337.81,1465.06
1630002075121,1550.75,1477.20
1630002075137,1492.99,1485.75
1630002075154,1416.75,1447.63
1630002075171,1393.91,1447.63
1630002075187,1583.29,1454.87
1630002075204,1349.74,1454.87
1630002075221,1613.05,1454.87
1630002075237,1427.83,1460.41
1630002075254,1494.90,1460.41
1630002075271,1369.06,1460.41
1630002075287,1711.39,1460.41
1630002075304,1276.73,1422.29
1630002075321,1387.03,1410.87
1630002075337,1583.78,1461.36
1630002075354,1467.08,1447.45
1630002075371,1358.60,1447.45
1630002075387,1562.28,1447.45
1630002075404,1386.13,1427.05
1630002075421,1537.47,1427.05
1630002075438,1396.96,1432.02
1630002075454,1632.97,1432.02
1630002075471,1357.11,1432.02
1630002075488,1550.41,1502.27
1630002075504,1353.11,1432.02
1630002075521,1579.68,1467.22
1630002075537,1392.36,1467.22
1630002075554,1554.99,1467.22
1630002075571,1398.86,1468.16
1630002075587,1660.03,1474.64
1630002075604,1421.57,1485.99
1630002075621,1465.20,1443.38
1630002075638,1374.45,1443.38
1630002075654,1690.20,1443.38
1630002075671,1446.37,1455.79
1630002075687,1559.39,1455.79
1630002075704,1378.31,1455.79
1630002075721,1569.19,1455.79
1630002075737,1403.88,1455.79
1630002075754,1526.67,1455.79
1630002075771,1398.24,1455.79
1630002075788,1507.84,1477.11
1630002075804,1580.34,1517.26
1630002075821,1546.12,1517.26
1630002075837,1515.24,1520.96
1630002075854,1380.70,1511.54
1630002075871,1307.21,1511.54
1630002075888,1556.51,1511.54
1630002075904,1516.27,1515.76
1630002075921,1529.40,1515.76
1630002075937,1523.23,1519.75
1630002075954,1445.58,1519.75
1630002075971,1419.80,1515.76
1630002075987,1487.76,1501.50
1630002076004,1418.58,1466.67
1630002076021,1415.84,1466.67
1630002076037,1563.38,1502.02
1630002076054,1427.04,1466.67
1630002076071,1466.72,1456.15
1630002076087,1475.62,1456.15
1630002076104,1375.50,1436.31
1630002076121,1464.19,1445.61
1630002076138,1472.25,1465.46
1630002076154,1595.05,1465.46
1630002076171,1372.32,1465.46
1630002076187,1585.07,1469.49
1630002076204,1410.98,1465.46
1630002076221,1426.12,1465.46
1630002076237,1558.52,1468.22
1630002076254,1275.79,1445.16
1630002076271,1444.36,1454.28
1630002076288,1242.69,1435.24
1630002076304,1703.66,1435.24
1630002076321,1475.28,1435.24
1630002076338,1303.74,1435.24
1630002076354,1502.77,1435.24
1630002076371,1438.09,1441.23
1630002076387,1457.67,1451.02
1630002076404,1468.53,1451.02
1630002076421,1382.56,1451.02
1630002076438,1367.40,1447.88
1630002076454,1452.09,1454.88
1630002076471,1656.93,1454.88
1630002076488,1382.61,1445.09
1630002076504,1478.24,1454.88
1630002076521,1392.97,1445.09
1630002076537,1587.73,1454.88
1630002076554,1562.90,1460.31
1630002076571,1358.70,1422.53
1630002076588,1413.19,1432.64
1630002076604,1567.85,1465.16
1630002076621,1513.42,1495.83
1630002076638,1628.49,1495.83
1630002076654,1478.68,1496.05
1630002076671,1472.15,1496.05
1630002076688,1464.05,1496.05
1630002076704,1621.73,1496.05
1630002076721,1458.58,1475.41
1630002076738,1448.98,1475.41
1630002076754,1435.61,1475.41
1630002076771,1651.48,1475.41
1630002076788,1402.86,1468.10
1630002076804,1542.04,1468.10
1630002076821,1347.43,1461.32
1630002076838,1549.99,1461.32
1630002076854,1616.86,1500.31
1630002076871,1494.77,1476.68
1630002076888,1398.18,1471.88
1630002076904,1513.12,1503.95
1630002076921,1452.39,1503.95
1630002076938,1638.93,1503.95
1630002076954,1403.32,1503.95
1630002076974,1309.24,1473.58
1630002076988,1611.03,1503.95
1630002077007,1433.86,1473.58
1630002077021,1767.85,1473.58
1630002077038,1453.63,1453.01
1630002077054,1484.83,1469.23
1630002077071,1485.79,1469.23
1630002077087,1643.79,1485.31
1630002077104,1604.27,1485.31
1630002077121,1327.40,1485.31
1630002077138,1502.87,1494.33
1630002077154,1428.93,1485.31
1630002077171,1615.91,1494.33
1630002077188,1433.11,1485.31
1630002077204,1502.24,1494.01
1630002077221,1351.42,1494.01
1630002077238,1563.21,1502.55
1630002077254,1507.55,1502.55
1630002077271,1669.11,1502.55
1630002077288,1338.85,1502.55
1630002077304,1444.05,1473.15
1630002077321,1469.28,1485.76
1630002077337,1577.08,1485.76
1630002077354,1502.60,1502.42
1630002077371,1402.83,1485.94
1630002077387,1459.32,1485.94
1630002077404,1538.32,1485.94
1630002077421,1295.64,1464.30
1630002077438,1523.49,1464.30
1630002077454,1279.30,1464.30
1630002077471,1607.43,1485.94
1630002077487,1467.69,1485.14
1630002077504,1488.03,1477.86
1630002077521,1360.28,1463.50
1630002077537,1491.98,1477.86
1630002077554,1478.43,1483.23
1630002077571,1601.49,1483.23
1630002077587,1488.46,1488.24
1630002077604,1468.84,1483.23
1630002077621,1351.24,1483.23
1630002077638,1608.94,1483.23
1630002077654,1453.56,1483.23
1630002077671,1581.20,1483.45
1630002077687,1311.74,1483.45
1630002077704,1482.38,1480.40
1630002077721,1468.33,1475.61
1630002077738,1400.02,1468.58
1630002077754,1418.73,1460.95
1630002077771,1410.50,1436.15
1630002077788,1332.87,1436.15
1630002077804,1738.01,1436.15
1630002077821,1363.65,1414.62
1630002077838,1414.04,1412.27
1630002077854,1289.96,1412.27
1630002077871,1626.01,1412.27
1630002077888,1345.00,1405.26
1630002077904,1702.65,1412.27
1630002077921,1291.04,1387.08
1630002077938,1443.95,1388.85
1630002077954,1425.33,1419.68
1630002077971,1545.53,1419.68
1630002077988,1295.37,1419.68
1630002078004,1542.50,1434.64
1630002078021,1435.41,1439.68
1630002078037,1696.03,1439.68
1630002078054,1419.04,1439.68
1630002078071,1503.74,1439.68
1630002078088,1354.47,1439.68
1630002078104,1730.69,1469.57
1630002078121,1209.30,1469.57
1630002078138,1501.40,1468.41
1630002078154,1397.93,1468.41
1630002078171,1519.50,1468.41
1630002078187,1636.03,1502.57
1630002078204,1508.92,1502.57
1630002078221,1315.32,1502.57
1630002078238,1439.44,1470.42
1630002078254,1502.69,1502.05
1630002078271,1627.02,1502.05
1630002078287,1357.05,1502.05
1630002078304,1510.45,1505.81
1630002078321,1321.60,1505.81
1630002078338,1560.79,1505.81
1630002078354,1478.73,1490.71
1630002078371,1578.83,1490.71
1630002078388,1317.53,1490.71
1630002078404,1564.18,1506.57
1630002078421,1481.07,1495.76
1630002078438,1560.98,1495.76
1630002078454,1410.66,1495.76
1630002078471,1538.92,1510.00
1630002078487,1483.60,1511.26
1630002078504,1665.27,1511.26
1630002078521,1324.64,1511.26
1630002078537,1596.30,1511.26
1630002078554,1415.33,1511.26
1630002078571,1554.09,1511.26
1630002078587,1502.98,1520.95
1630002078604,1497.49,1500.23
1630002078621,1361.57,1500.23
1630002078638,1603.20,1500.23
1630002078654,1555.61,1528.54
1630002078671,1451.17,1500.23
1630002078688,1322.81,1500.23
1630002078704,1585.01,1500.23
1630002078721,1441.69,1500.23
1630002078738,1461.75,1479.62
1630002078754,1491.62,1476.68
1630002078771,1478.75,1470.25
1630002078788,1277.49,1470.25
1630002078804,1600.63,1470.25
1630002078821,1402.52,1456.46
1630002078838,1480.91,1470.25
1630002078854,1397.33,1470.25
1630002078871,1544.61,1470.25
1630002078888,1547.73,1479.83
1630002078904,1546.72,1486.26
1630002078921,1371.51,1479.83
1630002078938,1254.07,1441.72
1630002078954,1411.73,1446.32
1630002078971,1641.96,1446.32
1630002078988,1469.78,1475.35
1630002079004,1319.83,1440.76
1630002079021,1412.66,1441.22
1630002079038,1333.83,1412.20
1630002079054,1631.03,1412.20
1630002079071,1462.55,1412.20
1630002079088,1379.58,1412.20
1630002079104,1473.87,1437.61
1630002079121,1455.10,1458.83
1630002079138,1498.25,1458.83
1630002079154,1554.11,1458.83
1630002079171,1265.60,1458.83
1630002079188,1470.58,1466.56
1630002079204,1510.31,1472.22
1630002079221,1510.73,1472.22
1630002079238,1484.49,1479.18
1630002079254,1494.38,1489.44
1630002079271,1361.34,1489.44
1630002079288,1412.87,1489.44
1630002079304,1608.84,1489.44
1630002079321,1418.33,1477.53
1630002079338,1352.51,1477.53
1630002079354,1672.13,1489.44
1630002079371,1443.92,1464.20
1630002079388,1521.04,1464.20
1630002079404,1358.96,1431.13
1630002079421,1474.90,1431.13
1630002079438,1564.38,1459.41
1630002079454,1451.04,1462.97
1630002079471,1456.76,1453.90
1630002079488,1526.75,1465.83
1630002079504,1573.76,1497.97
1630002079521,1585.18,1497.97
1630002079554,881.67,1497.97
1630002079571,1288.95,1465.83
1630002079588,1573.99,1500.83
1630002079604,1659.20,1545.57
1630002079621,1396.30,1491.76
1630002079638,1346.61,1491.76
1630002079654,1561.47,1544.11
1630002079671,1331.78,1478.88
1630002079688,1610.16,1478.88
1630002079704,1479.47,1437.88
1630002079721,1405.52,1442.50
1630002079737,1429.19,1454.33
1630002079754,1557.83,1454.33
1630002079771,1493.50,1454.33
1630002079788,1520.35,1486.48
1630002079804,1499.63,1496.57
1630002079821,1467.87,1486.48
1630002079838,1455.24,1486.48
1630002079854,1678.62,1486.48
1630002079871,1386.51,1480.69
1630002079888,1295.62,1480.69
1630002079904,1649.73,1496.57
1630002079921,1569.88,1496.57
1630002079938,1477.66,1488.64
1630002079954,1501.34,1488.64
1630002079971,1317.23,1472.76
1630002079988,1654.05,1489.50
1630002080004,1376.50,1489.50
1630002080021,1592.97,1489.50
1630002080038,1359.29,1489.50
1630002080054,1547.38,1524.36
1630002080071,1565.03,1524.36
1630002080088,1403.90,1489.50
1630002080104,1558.00,1524.36
1630002080121,1405.41,1476.40
1630002080138,1442.40,1494.89
1630002080154,1693.72,1494.89
1630002080171,1323.17,1494.89
1630002080188,1486.75,1464.57
1630002080204,1485.82,1486.28
1630002080221,1602.39,1486.28
1630002080238,1425.02,1464.11
1630002080254,1598.25,1486.28
1630002080271,1349.69,1464.11
1630002080288,1473.97,1479.89
1630002080304,1675.95,1486.28
1630002080321,1504.84,1486.28
1630002080338,1341.78,1486.28
1630002080355,1528.14,1495.33
1630002080371,1470.84,1489.41
1630002080388,1660.28,1489.41
1630002080404,1453.05,1489.41
1630002080421,1453.75,1472.41
1630002080438,1324.99,1472.41
1630002080454,1694.36,1487.84
1630002080471,1577.13,1487.84
1630002080488,1514.75,1492.80
1630002080505,1260.41,1492.80
1630002080521,1655.32,1492.80
1630002080538,1509.13,1511.94
1630002080555,1483.53,1496.33
1630002080571,1574.95,1511.94
1630002080588,1358.01,1511.94
1630002080605,1479.80,1511.94
1630002080621,1684.21,1511.94
1630002080638,1227.08,1496.33
1630002080654,1637.56,1496.33
1630002080671,1339.82,1496.33
1630002080688,1471.85,1481.66
1630002080704,1620.98,1481.66
1630002080721,1378.32,1475.82
1630002080738,1443.49,1457.67
1630002080754,1504.52,1475.82
1630002080771,1543.43,1488.18
1630002080788,1480.93,1476.39
1630002080805,1501.92,1491.43
1630002080821,1522.44,1491.43
1630002080838,1396.36,1491.43
1630002080854,1705.10,1503.22
1630002080871,1407.20,1491.43
1630002080888,1406.01,1491.43
1630002080904,1419.29,1491.43
1630002080921,1478.76,1479.84
1630002080938,1561.12,1479.84
1630002080955,1425.61,1452.19
1630002080971,1561.16,1452.19
1630002080988,1393.65,1422.45
1630002081005,1588.20,1452.19
1630002081021,1608.11,1452.19
1630002081038,1418.63,1452.19
1630002081054,1473.41,1476.08
1630002081071,1376.47,1476.08
1630002081088,1595.57,1517.26
1630002081104,1504.11,1488.76
1630002081121,1450.42,1488.76
1630002081138,1310.83,1461.91
1630002081154,1501.69,1487.55
1630002081171,1397.70,1461.91
1630002081188,1467.35,1458.88
1630002081204,1436.60,1458.88
1630002081221,1421.86,1443.51
1630002081238,1642.94,1458.88
1630002081254,1533.07,1458.88
1630002081271,1456.17,1453.30
1630002081288,1373.50,1446.39
1630002081304,1592.02,1461.76
1630002081321,1524.22,1461.76
1630002081338,1428.13,1461.76
1630002081354,1509.31,1482.74
1630002081371,1394.42,1482.74
1630002081388,1411.62,1482.74
1630002081404,1675.76,1482.74
1630002081421,1491.53,1473.85
1630002081438,1555.46,1500.42
1630002081454,1386.31,1500.42
1630002081471,1666.03,1500.42
1630002081488,1445.55,1468.54
1630002081504,1462.30,1476.91
1630002081521,1460.36,1461.33
1630002081538,1460.36,1461.33
1630002081554,1603.49,1476.91
1630002081571,1605.04,1476.91
1630002081588,1332.25,1461.33
1630002081604,1568.27,1461.33
1630002081621,1270.40,1461.33
1630002081638,1614.28,1461.33
1630002081655,1444.19,1461.33
1630002081671,1521.71,1491.03
1630002081688,1343.48,1491.03
1630002081704,1586.71,1544.99
1630002081721,1423.64,1482.95
1630002081738,1576.52,1482.95
1630002081754,1500.87,1511.29
1630002081771,1432.06,1472.53
1630002081788,1338.47,1472.53
1630002081805,1675.07,1472.53
1630002081821,1477.18,1489.03
1630002081838,1528.38,1489.03
1630002081854,1382.53,1489.03
1630002081871,1571.52,1489.03
1630002081888,1481.60,1491.24
1630002081904,1605.87,1491.24
1630002081921,1377.56,1479.39
1630002081938,1569.78,1504.99
1630002081954,1569.75,1549.07
1630002081971,1585.63,1549.07
1630002081988,1351.90,1549.07
1630002082004,1580.06,1569.77
1630002082021,1437.65,1569.77
1630002082038,1487.92,1528.83
1630002082054,1427.47,1528.83
1630002082071,1482.41,1485.16
1630002082088,1380.77,1485.16
1630002082104,1725.70,1485.16
1630002082121,1365.61,1460.03
1630002082138,1563.09,1460.03
1630002082154,1391.59,1460.03
1630002082171,1511.56,1460.03
1630002082188,1519.72,1485.16
1630002082205,1482.27,1482.34
1630002082225,1212.97,1482.34
1630002082238,1985.45,1496.92
1630002082256,1289.23,1496.92
1630002082288,824.28,1436.93
1630002082304,1692.16,1496.92
1630002082321,1291.52,1436.93
1630002082339,1486.34,1484.30
1630002082355,1451.37,1466.82
1630002082371,1609.66,1466.82
1630002082388,1410.98,1431.18
1630002082404,1687.44,1468.85
1630002082421,1331.92,1431.18
1630002082438,1575.01,1468.85
1630002082454,1307.85,1468.85
1630002082471,1562.54,1468.85
1630002082488,1325.40,1468.85
1630002082505,1677.21,1506.95
1630002082521,1522.62,1542.58
1630002082538,1397.69,1466.80
1630002082554,1356.63,1460.16
1630002082571,1605.70,1460.16
1630002082588,1283.34,1460.16
1630002082605,1609.49,1460.16
1630002082621,1281.79,1460.16
1630002082638,1709.35,1460.16
1630002082655,1425.24,1473.93
1630002082671,1563.72,1473.93
1630002082688,1490.45,1457.84
1630002082705,1493.81,1492.13
1630002082721,1518.63,1506.22
1630002082738,1625.21,1506.22
1630002082755,1296.67,1506.22
1630002082771,1666.08,1506.22
1630002082788,1302.20,1506.22
1630002082804,1830.51,1506.22
1630002082821,1416.99,1506.22
1630002082838,1470.98,1492.13
1630002082855,1368.02,1482.39
1630002082871,1590.08,1494.80
1630002082888,1513.84,1492.41
1630002082905,1648.52,1492.41
1630002082921,1393.03,1492.41
1630002082938,1469.76,1470.37
1630002082954,1460.01,1470.37
1630002082971,1576.35,1470.37
1630002082988,1444.32,1470.37
1630002083005,1476.92,1473.34
1630002083021,1397.93,1473.34
1630002083038,1552.25,1473.34
1630002083055,1476.87,1473.31
1630002083071,1676.68,1473.31
1630002083088,1275.09,1473.31
1630002083105,1528.65,1476.90
1630002083121,1500.66,1488.79
1630002083138,1628.30,1488.79
1630002083155,1355.95,1488.79
1630002083171,1583.57,1514.66
1630002083188,1445.44,1514.66
1630002083205,1621.16,1514.66
1630002083221,1433.23,1514.66
1630002083238,1504.97,1502.82
1630002083255,1292.84,1502.82
1630002083271,1723.39,1502.82
1630002083288,1405.01,1475.20
1630002083305,1569.53,1475.20
1630002083321,1450.37,1477.67
1630002083338,1518.45,1477.67
1630002083355,1462.58,1483.78
1630002083371,1592.26,1483.78
1630002083388,1397.21,1483.78
1630002083404,1574.01,1490.51
1630002083421,1416.71,1490.51
1630002083438,1638.43,1490.51
1630002083454,1380.18,1490.51
1630002083471,1617.04,1490.51
1630002083488,1385.20,1490.51
1630002083504,1538.84,1500.71
1630002083521,1481.05,1509.95
1630002083538,1445.28,1463.16
1630002083554,1597.38,1509.95
1630002083571,1502.63,1491.84
1630002083588,1473.31,1491.84
1630002083605,1497.75,1489.40
1630002083621,1401.45,1489.40
1630002083638,1558.80,1489.40
1630002083654,1509.68,1500.19
1630002083671,1550.40,1500.19
1630002083688,1470.16,1500.19
1630002083704,1559.93,1506.15
1630002083721,1399.61,1500.19
1630002083738,1487.41,1492.58
1630002083755,1522.18,1503.72
1630002083771,1593.52,1515.93
1630002083788,1370.21,1515.93
1630002083805,1464.53,1498.55
1630002083821,1542.07,1504.80
1630002083838,1526.40,1504.80
1630002083855,1401.94,1504.80
1630002083871,1522.38,1504.80
1630002083888,1521.18,1521.68
1630002083905,1428.39,1521.68
1630002083921,1521.89,1521.54
1630002083938,1445.68,1492.86
1630002083955,1381.06,1492.86
1630002083971,1521.71,1521.44
1630002083988,1454.07,1487.63
1630002084005,1488.11,1471.09
1630002084021,1460.88,1474.49
1630002084038,1380.27,1457.48
1630002084055,1608.45,1457.48
1630002084071,1504.33,1474.49
1630002084088,1432.37,1457.48
1630002084105,1403.66,1457.48
1630002084121,1515.13,1474.49
1630002084138,1485.11,1473.00
1630002084154,1540.84,1486.61
1630002084171,1439.73,1473.00
1630002084188,1459.62,1472.36
1630002084205,1460.77,1472.94
1630002084221,1627.55,1472.94
1630002084238,1353.91,1460.19
1630002084255,1499.26,1472.94
1630002084271,1496.82,1490.97
1630002084288,1504.33,1490.97
1630002084304,1583.82,1498.04
1630002084321,1475.70,1486.26
1630002084338,1419.87,1486.26
1630002084354,1661.60,1498.04
1630002084371,1504.06,1501.66
1630002084388,1617.77,1501.66
1630002084405,1336.07,1501.66
1630002084421,1627.06,1504.19
1630002084438,1543.14,1523.73
1630002084455,1414.21,1523.60
1630002084471,1574.13,1523.60
1630002084488,1480.58,1523.60
1630002084505,1464.19,1523.60
1630002084521,1523.55,1513.80
1630002084538,1394.96,1502.06
1630002084554,1647.37,1502.06
1630002084571,1370.99,1502.06
1630002084588,1546.59,1502.06
1630002084605,1408.03,1472.39
1630002084621,1568.12,1502.06
1630002084638,1421.92,1472.39
1630002084671,758.88,1443.06
1630002084688,1483.86,1452.89
1630002084704,1467.53,1444.72
1630002084721,1582.04,1475.69
1630002084738,1314.69,1444.72
1630002084755,1531.12,1475.69
1630002084771,1480.27,1473.90
1630002084788,1478.19,1479.23
1630002084805,1393.03,1472.86
1630002084821,1562.59,1479.23
1630002084838,1455.78,1479.23
1630002084855,1552.56,1479.23
1630002084871,1410.33,1479.23
1630002084888,1434.26,1466.99
1630002084905,1384.36,1466.99
1630002084921,1730.23,1466.99
1630002084938,1366.33,1445.02
1630002084955,1508.49,1445.02
1630002084971,1457.47,1456.62
1630002084988,1569.78,1456.62
1630002085005,1336.39,1445.86
1630002085021,1604.19,1445.86
1630002085038,1374.58,1445.86
1630002085055,1424.11,1440.79
1630002085071,1493.96,1475.71
1630002085088,1569.37,1475.71
1630002085105,1316.52,1475.71
1630002085121,1622.42,1475.71
1630002085138,1344.31,1459.03
1630002085155,1580.92,1459.03
1630002085171,1423.31,1459.03
1630002085188,1504.36,1459.03
1630002085205,1314.18,1459.03
1630002085221,1511.69,1499.16
